canonicalName,aliases,sourcePath,componentType,serviceDomainPlane,capabilityDescription,backendApiContractStatus,frontendSurfaceExpected,currentFrontendRouteComponent,mobileSurfaceExpected,currentMobileScreenComponent,apiClientHook,workflowEventDependency,databaseMigrationDependency,trustSecurityDependency,relatedServices,currentCompletenessStatus,currentBlocker,recommendedClassification
"bff:CitizenMarketplaceController","/internal/v1/mobile/citizen/marketplace","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenMarketplaceController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/marketplace","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenMessagingController","/internal/v1/mobile/citizen/messaging","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenMessagingController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/messaging","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenNhumeController","/internal/v1/mobile/citizen/nhume","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenNhumeController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/nhume","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenPrescriptionController","/internal/v1/mobile/citizen/prescriptions","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenPrescriptionController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/prescriptions","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenProfileController","/internal/v1/mobile/citizen/profile","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenProfileController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/profile","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenPublicHealthController","/internal/v1/mobile/citizen/public-health","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenPublicHealthController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/public-health","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenRecordsController","/internal/v1/mobile/citizen/records","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenRecordsController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/records","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenRemindersController","/internal/v1/mobile/citizen/reminders","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenRemindersController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/reminders","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenResultsController","/internal/v1/mobile/citizen/results","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenResultsController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/results","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenSocialController","/internal/v1/mobile/citizen/social","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenSocialController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/social","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenSupportController","/internal/v1/mobile/citizen/support","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenSupportController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/support","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenTelehealthController","/internal/v1/mobile/citizen/telehealth","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenTelehealthController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/telehealth","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:CitizenTimelineController","/internal/v1/mobile/citizen/timeline","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/citizen/CitizenTimelineController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/citizen/timeline","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderAdminRegistryController","/internal/v1/mobile/provider/admin-registry","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderAdminRegistryController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/admin-registry","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderDeliveryController","/internal/v1/mobile/provider/deliveries","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderDeliveryController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/deliveries","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderDeveloperHubController","/internal/v1/mobile/provider/developer","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderDeveloperHubController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/developer","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderIntegrationController","/internal/v1/mobile/provider/integration","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderIntegrationController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/integration","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderNhumeController","/internal/v1/mobile/provider/nhume","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderNhumeController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/nhume","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderOpsReportsController","/internal/v1/mobile/provider/ops-reports","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderOpsReportsController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/ops-reports","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderProfessionalChannelsHubController","/internal/v1/mobile/provider/professional-channels","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderProfessionalChannelsHubController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/professional-channels","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderProfessionalSettingsHubController","/internal/v1/mobile/provider/professional-settings","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderProfessionalSettingsHubController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/professional-settings","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderPublicHealthController","/internal/v1/mobile/provider/public-health","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderPublicHealthController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/public-health","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderReportsController","/internal/v1/mobile/provider/reports","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderReportsController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/reports","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:ProviderSocialController","/internal/v1/mobile/provider/social","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/controller/mobile/provider/ProviderSocialController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/mobile/provider/social","experience-bff.openapi.yaml (partial baseline)","yes","","yes","apps/mobile/*","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:RegistryIntakeController","/internal/v1/registry-intake","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/intake/RegistryIntakeController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1/registry-intake","experience-bff.openapi.yaml (partial baseline)","yes","","partial","","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff:WellnessServiceProxyController","/internal/v1","services/experience-bff/src/main/java/zw/gov/mohcc/impilo/experience/wellness/proxy/WellnessServiceProxyController.java","bff-controller","experience/bff","Experience BFF controller at /internal/v1","experience-bff.openapi.yaml (partial baseline)","yes","","partial","","","","","TSHEPO session + ext_authz","experience-bff","implemented","BFF OpenAPI documents only ~189 of ~1406 handlers","bff-api-facade"
"bff-route:/internal/v1","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/access","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/access","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/account","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/account","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/admin/audit","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/admin/audit","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/admin/reports/jobs","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/admin/reports/jobs","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/admin/temp-id-review","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/admin/temp-id-review","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/admin/trust","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/admin/trust","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/admin/users","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/admin/users","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/admin/wards","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/admin/wards","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/ai-governance","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/ai-governance","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/allergies","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/allergies","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/appeals","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/appeals","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/appointments","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/appointments","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/asset-registry","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/asset-registry","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/assistant","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/assistant","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/beds","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/beds","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/channels","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/channels","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/citizen","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/citizen","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/client-registry","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/client-registry","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/clinical-documents","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/clinical-documents","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/clinical-notes","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/clinical-notes","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/clinical-tools","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/clinical-tools","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/clinical/curation","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/clinical/curation","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/clinical/shr-artifacts","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/clinical/shr-artifacts","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/clinical/source","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/clinical/source","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/commerce","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/commerce","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/commerce/ops","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/commerce/ops","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/commerce/vendor","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/commerce/vendor","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/comms/approval-queue","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/comms/approval-queue","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/comms/templates","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/comms/templates","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/communication","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/communication","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/community","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/community","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/conditions","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/conditions","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/consent","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/consent","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/coverage","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/coverage","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/credentials","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/credentials","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/demo-journeys","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/demo-journeys","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/devices","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/devices","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/dispatch","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/dispatch","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/ehr","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/ehr","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/encounters","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/encounters","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/erp/gl","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/erp/gl","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/erp/hr","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/erp/hr","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/erp/procurement","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/erp/procurement","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/extensions","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/extensions","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/facilities","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/facilities","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/facility-registry","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/facility-registry","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/fhir","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/fhir","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/billing-workspace","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/billing-workspace","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/budgets","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/budgets","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/costa-intel","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/costa-intel","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/documents","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/documents","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/ledger","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/ledger","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/mushex-platform","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/mushex-platform","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/patient-accounts","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/patient-accounts","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/payer-claims","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/payer-claims","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/payer-ops","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/payer-ops","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/payment-plans","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/payment-plans","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/reconciliation","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/reconciliation","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/refunds","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/refunds","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/reports","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/reports","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/service-access-decisions","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/service-access-decisions","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/finance/settlements","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/finance/settlements","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/governance/access","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/governance/access","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/growth","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/growth","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/guidance","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/guidance","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/identity","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/identity","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/identity/assurance","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/identity/assurance","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/identity/biometric/varapi","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/identity/biometric/varapi","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
