requirement_code,module,category_code,restricted,notes
THR-026,MOD-THEATRE,THEATRE_EQUIPMENT,false,
THR-027,MOD-THEATRE,FACILITY_GENERAL_SUPPLIES,false,
THR-028,MOD-THEATRE,REFRIGERATION_COLD_CHAIN,false,
THR-029,MOD-THEATRE,PATIENT_MONITORING,false,
THR-030,MOD-THEATRE,DIAGNOSTIC_INSTRUMENTS,false,
THR-031,MOD-THEATRE,SUCTION_OXYGEN_DELIVERY,false,Oxygen failure alarm on gas supply
THR-032,MOD-THEATRE,PATIENT_MONITORING,false,
THR-034,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-035,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-036,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-037,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-038,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-039,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-040,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-041,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-042,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-043,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-044,MOD-THEATRE,MEDICINES_GENERAL,true,
THR-045,MOD-THEATRE,CLINICAL_CONSUMABLES,false,"Laryngoscope lubricant spray, not a scheduled medicine"
THR-046,MOD-THEATRE,SURGICAL_INSTRUMENTS,false,
THR-047,MOD-THEATRE,SUCTION_OXYGEN_DELIVERY,false,
THR-048,MOD-THEATRE,INFUSION_INJECTION,false,
THR-049,MOD-THEATRE,INFUSION_INJECTION,false,
THR-050,MOD-THEATRE,EMERGENCY_RESUSCITATION,false,
THR-051,MOD-THEATRE,SURGICAL_INSTRUMENTS,false,
THR-052,MOD-THEATRE,MEDICINES_GENERAL,true,
THR-053,MOD-THEATRE,WASTE_MANAGEMENT,false,Kick-about bowls
THR-054,MOD-THEATRE,CLINICAL_FURNITURE,false,
THR-055,MOD-THEATRE,SHARPS_CLINICAL_WASTE,false,
THR-056,MOD-THEATRE,WASTE_MANAGEMENT,false,
THR-057,MOD-THEATRE,CLINICAL_FURNITURE,false,
THR-059,MOD-THEATRE,CLINICAL_FURNITURE,false,Operating-room patient bed
THR-060,MOD-THEATRE,SUCTION_OXYGEN_DELIVERY,false,
THR-061,MOD-THEATRE,ICT_COMMUNICATIONS,false,
THR-062,MOD-THEATRE,CLINICAL_FURNITURE,false,
THR-064,MOD-THEATRE,INFUSION_INJECTION,false,
THR-066,MOD-THEATRE,WASTE_MANAGEMENT,false,
THR-068,MOD-THEATRE,ANAESTHESIA_VENTILATION,false,
THR-069,MOD-THEATRE,PATIENT_MONITORING,false,
THR-070,MOD-THEATRE,PATIENT_MONITORING,false,
THR-071,MOD-THEATRE,PATIENT_MONITORING,false,
THR-072,MOD-THEATRE,FACILITY_GENERAL_SUPPLIES,false,
THR-073,MOD-THEATRE,LINEN_TEXTILES,false,
THR-077,MOD-THEATRE,STERILISATION_DISINFECTION,false,
THR-079,MOD-THEATRE,STERILISATION_DISINFECTION,false,
THR-080,MOD-THEATRE,SURGICAL_INSTRUMENTS,false,Surgically clean instrument sets
THR-083,MOD-THEATRE,WASTE_MANAGEMENT,false,
VCT-005,MOD-VCT,WASTE_MANAGEMENT,false,
VCT-006,MOD-VCT,OFFICE_FURNITURE_FILING,false,
VCT-007,MOD-VCT,SECURE_STORAGE,false,Lockable cupboard incl. HIV test kit and consumable stock
VCT-008,MOD-VCT,SHARPS_CLINICAL_WASTE,false,
